return_id,order_id,order_item_id,product_id,customer_id,return_reason,return_status,refund_amount,created_at
2616,604407,1407804,7885,23288,Item no longer needed,approved,410.16,2019-07-06 20:51:50
2617,714754,1665089,6975,65161,Defective or damaged,refunded,1412.57,2020-12-07 08:35:06
2618,660806,1539301,9061,2822,Changed my mind,refunded,35.52,2023-07-28 02:10:51
2619,1854948,4321824,9279,2141,Quality not as expected,received,682.24,2021-11-16 07:14:49
2620,691956,1611874,8452,96485,Defective or damaged,refunded,8.0,2022-08-27 02:23:45
2621,1076092,2506562,1952,46974,Not as described,approved,52.61,2019-12-25 10:05:09
2622,720958,1679655,2173,43860,Wrong item received,refunded,255.76,2019-01-12 10:54:21
2623,745520,1736685,9136,62492,Item no longer needed,received,62.3,2023-07-18 20:47:18
2624,737749,1718678,4302,8085,Defective or damaged,rejected,39.66,2021-07-08 01:46:25
2625,1132579,2638069,8963,58078,Wrong item received,approved,85.11,2020-04-30 00:17:28
2626,912107,2124727,641,41485,Quality not as expected,received,19.81,2022-11-06 16:49:35
2627,1054579,2456568,3212,98133,Wrong item received,received,44.96,2022-11-15 18:35:37
2628,736702,1716230,2016,3404,Changed my mind,requested,69.7,2021-03-28 22:30:04
2629,97105,226626,4245,4818,Changed my mind,refunded,110.35,2021-01-28 00:24:58
2630,289281,674321,5625,21895,Not as described,received,70.24,2022-01-28 22:52:19
2631,1399628,3260969,7730,18500,Changed my mind,received,162.32,2020-03-03 22:33:05
2632,294913,687399,4234,7681,Wrong item received,refunded,118.92,2022-10-06 16:20:27
2633,330485,770327,562,80137,Changed my mind,refunded,63.99,2023-04-28 08:42:40
2634,205911,479982,3641,33830,Not as described,approved,59.51,2021-08-10 00:28:48
2635,979909,2282838,3001,6510,Item no longer needed,refunded,12.46,2020-03-06 11:50:18
2636,535246,1246587,8160,62452,Defective or damaged,refunded,46.61,2020-08-29 13:46:43
2637,1219566,2840799,6215,46954,Changed my mind,received,8.5,2020-10-19 19:02:06
2638,1314095,3061822,2097,37393,Changed my mind,refunded,172.48,2023-05-07 02:32:35
2639,1605714,3740336,7615,97380,Changed my mind,refunded,231.28,2021-03-11 21:54:41
2640,985116,2295101,8335,93209,Defective or damaged,refunded,36.3,2023-08-31 03:20:06
2641,1229908,2865151,7706,72839,Not as described,refunded,27.65,2023-03-16 04:18:53
2642,1508956,3515060,2589,2744,Wrong item received,refunded,137.31,2021-06-12 03:53:44
2643,974440,2270051,8803,80280,Not as described,refunded,102.77,2023-10-03 11:23:42
2644,1256582,2927652,1455,81672,Changed my mind,refunded,58.66,2023-12-21 03:26:51
2645,1491632,3474574,8906,91963,Not as described,rejected,25.51,2022-11-06 22:54:18
2646,327747,764042,5134,86256,Defective or damaged,requested,23.17,2019-06-25 23:31:49
2647,374984,874185,1782,42772,Wrong item received,requested,148.18,2023-03-03 18:20:17
2648,1900316,4427300,7863,85369,Changed my mind,refunded,145.65,2019-01-23 14:38:18
2649,304439,709824,4348,46262,Defective or damaged,refunded,423.59,2022-06-04 17:08:10
2650,1073212,2499867,1812,34628,Not as described,refunded,24.2,2023-04-25 08:16:02
2651,748384,1743407,3487,15373,Item no longer needed,refunded,12.05,2020-12-29 05:16:57
2652,244771,570541,73,77524,Defective or damaged,received,16.24,2023-05-17 23:30:12
2653,141220,329372,8001,24298,Changed my mind,approved,165.3,2020-04-19 15:04:09
2654,486456,1132914,1769,36024,Better price found elsewhere,refunded,65.34,2019-12-12 13:42:48
2655,989728,2305782,5095,91102,Not as described,refunded,440.63,2023-01-26 15:57:00
2656,1128651,2628900,7369,42986,Defective or damaged,refunded,62.04,2019-10-18 20:10:56
2657,883584,2058103,8207,75761,Changed my mind,requested,22.28,2020-10-07 06:51:26
2658,413053,962598,7857,94927,Item no longer needed,refunded,254.52,2023-04-24 17:06:47
2659,1709864,3982927,1489,85049,Better price found elsewhere,refunded,81.87,2019-03-02 00:01:56
2660,326342,760820,1975,19781,Not as described,refunded,110.0,2020-06-08 17:23:29
2661,451836,1052764,9046,52802,Changed my mind,refunded,421.35,2021-11-17 08:03:03
2662,1483049,3454629,8991,23922,Not as described,received,182.32,2022-10-30 16:17:39
2663,1071383,2495655,2564,10804,Wrong item received,refunded,500.41,2020-02-15 12:09:56
2664,529059,1232036,5219,18486,Changed my mind,refunded,200.74,2022-11-12 13:01:36
2665,1019274,2374583,2746,63576,Not as described,rejected,22.1,2020-12-22 03:45:51
2666,1604978,3738581,6169,71753,Item no longer needed,received,201.91,2023-04-24 09:25:37
2667,1334074,3108306,9193,69191,Wrong item received,refunded,142.13,2021-01-01 19:20:44
2668,1740182,4053778,5733,18467,Not as described,refunded,13.03,2023-05-21 19:00:33
2669,379153,883932,1150,24058,Changed my mind,approved,27.59,2022-08-01 06:21:54
2670,629568,1466362,2300,50964,Wrong item received,approved,29.32,2023-03-09 04:17:03
2671,1780591,4147898,2063,30383,Changed my mind,refunded,21.87,2023-10-08 02:04:51
2672,222119,517639,1168,12456,Not as described,refunded,40.38,2019-01-12 07:16:03
2673,1311613,3056031,4533,78257,Changed my mind,refunded,58.32,2020-04-25 19:21:29
2674,1773193,4130761,5005,85510,Item no longer needed,refunded,29.56,2021-11-30 00:09:16
2675,1813792,4225404,6159,61554,Better price found elsewhere,refunded,13.7,2023-07-27 19:14:39
2676,959842,2235966,3315,45366,Changed my mind,refunded,7.28,2023-09-25 21:10:48
2677,1986098,4627036,3562,47274,Item no longer needed,approved,52.49,2023-12-08 19:10:42
2678,1501364,3497323,6113,39052,Better price found elsewhere,refunded,71.47,2021-02-05 15:32:03
2679,1233101,2872596,9580,53083,Not as described,refunded,67.77,2019-10-21 23:43:29
2680,210288,490144,1732,34583,Better price found elsewhere,refunded,57.95,2021-09-08 05:50:23
2681,1506819,3510046,1105,59771,Defective or damaged,refunded,92.96,2021-07-27 17:44:19
2682,1722603,4012887,7752,73948,Changed my mind,refunded,1025.74,2019-11-07 03:34:31
2683,1610761,3752024,5424,80811,Wrong item received,received,58.68,2023-11-18 08:19:31
2684,1716990,3999650,7236,69973,Defective or damaged,received,254.36,2019-09-15 20:58:34
2685,437915,1020422,7198,52864,Not as described,rejected,119.62,2022-06-12 19:39:27
2686,1658580,3863409,878,45438,Not as described,refunded,36.04,2022-02-11 16:04:08
2687,845408,1969441,8092,40172,Defective or damaged,refunded,39.8,2022-01-09 19:51:56
2688,1695210,3948859,4099,3607,Better price found elsewhere,rejected,46.22,2019-10-02 05:59:24
2689,453404,1056308,6860,7637,Wrong item received,requested,43.9,2023-08-26 13:03:33
2690,1109426,2583961,5175,46113,Better price found elsewhere,rejected,99.22,2019-10-06 04:58:10
2691,1679025,3911234,3149,1631,Changed my mind,refunded,20.42,2023-11-05 11:18:56
2692,1748171,4072242,7030,62617,Not as described,refunded,41.28,2021-07-14 04:50:42
2693,1167503,2719290,3273,82320,Wrong item received,refunded,56.21,2021-10-15 10:22:42
2694,750521,1748426,5412,46355,Item no longer needed,requested,29.96,2023-05-27 07:29:13
2695,758498,1766993,2586,33716,Item no longer needed,received,140.92,2019-04-01 21:12:23
2696,891703,2077098,4397,87916,Defective or damaged,refunded,21.78,2022-11-17 20:28:01
2697,1014963,2364443,4731,51475,Wrong item received,refunded,16.97,2022-10-23 22:46:06
2698,1441880,3358906,2489,78186,Quality not as expected,refunded,75.23,2023-12-20 00:50:48
2699,1321168,3078355,9676,13790,Wrong item received,refunded,108.44,2019-06-27 13:23:20
2700,1427440,3325332,5962,21137,Defective or damaged,refunded,32.26,2022-05-11 21:06:28
2701,1741892,4057741,242,72121,Item no longer needed,approved,86.39,2020-08-06 19:44:09
2702,110348,257360,9002,78782,Better price found elsewhere,refunded,113.76,2022-08-12 06:29:15
2703,910040,2119951,3201,6751,Quality not as expected,refunded,2047.13,2021-09-11 14:31:01
2704,780309,1817755,5724,23000,Not as described,received,414.1,2020-12-09 14:10:10
2705,1653106,3850556,7132,13341,Defective or damaged,refunded,52.91,2021-09-17 03:48:10
2706,1881309,4383112,9659,20047,Item no longer needed,approved,53.62,2023-04-06 22:53:23
2707,933178,2173599,8648,56310,Wrong item received,received,127.58,2021-12-06 08:38:12
2708,740356,1724713,5318,45428,Not as described,refunded,438.17,2020-09-07 23:12:51
2709,1828708,4260280,6501,51375,Changed my mind,refunded,53.2,2023-06-19 12:04:07
2710,771116,1796359,8071,17996,Changed my mind,rejected,231.63,2021-05-26 07:25:38
2711,497377,1158215,5375,66949,Changed my mind,approved,95.21,2020-03-23 17:50:50
2712,1437088,3347809,5057,14105,Not as described,refunded,59.92,2019-01-20 07:42:24
2713,827056,1926810,1358,82083,Not as described,refunded,980.4,2022-03-13 16:24:03
2714,1144871,2666574,3933,66587,Better price found elsewhere,refunded,177.04,2023-05-21 09:11:39
2715,143066,333674,8622,9764,Item no longer needed,received,39.72,2022-10-07 17:26:57
2716,133767,312023,4720,92513,Arrived too late,refunded,17.74,2020-07-25 23:29:53
2717,474464,1105331,1651,40247,Item no longer needed,refunded,41.29,2020-08-30 08:03:28
2718,1907403,4443633,8082,52794,Arrived too late,requested,102.79,2023-05-30 01:02:00
2719,200653,467712,2209,65317,Defective or damaged,refunded,71.69,2021-05-17 19:46:20
2720,532162,1239324,1828,5288,Item no longer needed,refunded,12.41,2020-02-02 10:31:12
2721,1326491,3090736,6901,52793,Defective or damaged,refunded,181.74,2019-07-24 17:03:43
2722,1197996,2790263,6,11188,Defective or damaged,refunded,22.81,2023-09-19 08:36:10
2723,1594034,3713164,9764,68075,Arrived too late,refunded,56.48,2023-06-12 21:36:17
2724,1053197,2453460,4786,6804,Defective or damaged,refunded,22.58,2023-10-19 07:53:19
2725,1259989,2935595,5269,51508,Not as described,received,118.32,2022-12-22 16:00:39
2726,1175393,2737570,2161,61155,Changed my mind,refunded,47.85,2023-08-20 10:23:45
2727,389231,907381,147,238,Defective or damaged,refunded,32.41,2020-10-13 22:27:11
2728,1270179,2959419,2263,55035,Better price found elsewhere,received,147.15,2020-07-09 01:57:47
2729,1797893,4188456,6354,16434,Not as described,approved,24.4,2023-03-27 08:29:53
2730,1263014,2942699,7900,64616,Changed my mind,refunded,195.46,2023-04-02 09:28:15
2731,1618566,3770215,2898,39967,Changed my mind,received,165.22,2023-05-29 23:19:39
2732,1571381,3660551,6856,56869,Item no longer needed,refunded,45.75,2019-12-10 12:13:25
2733,1815456,4229277,9885,66955,Defective or damaged,refunded,13.01,2020-04-22 05:08:27
2734,849351,1978597,7247,84304,Not as described,refunded,141.86,2021-04-11 22:38:42
2735,910059,2119995,9084,25774,Item no longer needed,refunded,140.52,2022-04-01 07:51:10
2736,542042,1262459,2486,1945,Not as described,received,86.32,2023-05-02 14:16:56
2737,243579,567754,9314,25798,Quality not as expected,refunded,215.28,2020-06-03 22:16:55
2738,1824435,4250191,9324,3280,Defective or damaged,refunded,20.64,2022-12-12 19:21:05
2739,1988703,4633217,6297,34936,Changed my mind,received,22.14,2022-02-13 20:24:31
2740,110026,256645,1413,57276,Not as described,approved,104.36,2020-08-05 13:35:20
2741,265939,619548,2371,3130,Item no longer needed,refunded,223.56,2019-10-31 07:26:51
2742,942294,2195006,941,59293,Not as described,refunded,31.8,2023-01-08 09:17:20
2743,681035,1586483,5087,85954,Not as described,approved,50.67,2022-03-10 14:09:27
2744,329070,767046,7504,84342,Defective or damaged,refunded,21.37,2019-03-03 03:21:20
2745,1488139,3466420,3458,38671,Arrived too late,requested,109.66,2023-01-05 11:23:20
2746,515134,1199554,1930,22055,Wrong item received,refunded,20.97,2023-01-03 06:12:08
2747,1986876,4628886,8071,44242,Quality not as expected,approved,39.86,2022-06-02 18:23:24
2748,1970177,4590085,4698,10475,Changed my mind,received,4.8,2022-12-28 14:49:29
2749,1307882,3047347,4,31870,Changed my mind,refunded,29.43,2019-07-18 03:00:18
2750,1524089,3550343,6994,39700,Quality not as expected,received,81.48,2021-05-20 07:21:21
2751,193393,450777,7522,24492,Defective or damaged,refunded,76.94,2021-05-09 12:36:26
2752,845066,1968659,7463,53161,Not as described,refunded,143.23,2023-03-02 10:40:14
2753,276080,643250,4702,96611,Defective or damaged,refunded,57.11,2021-10-14 12:33:18
2754,1062846,2475850,7976,56689,Changed my mind,refunded,89.43,2021-07-05 16:10:34
2755,1195813,2785241,6339,19978,Defective or damaged,refunded,165.86,2023-05-20 23:10:42
2756,1459554,3400149,9734,51094,Changed my mind,refunded,95.85,2023-12-28 23:46:50
2757,572333,1332783,1592,48367,Item no longer needed,received,253.81,2023-05-26 08:31:58
2758,1338708,3119237,6405,79805,Quality not as expected,rejected,15.56,2020-07-21 13:38:55
2759,927665,2160781,8849,43531,Better price found elsewhere,approved,46.19,2023-11-30 08:51:01
2760,1497220,3487638,158,18534,Wrong item received,refunded,155.66,2022-09-19 19:03:44
2761,510920,1189685,7135,45568,Defective or damaged,refunded,69.49,2023-07-19 18:26:31
2762,518876,1208251,9074,32658,Item no longer needed,refunded,33.95,2022-06-26 03:06:39
2763,297634,693786,4721,19644,Wrong item received,refunded,43.36,2023-01-20 21:38:18
2764,381326,888934,8390,39591,Defective or damaged,refunded,70.46,2021-12-22 10:53:05
2765,1313566,3060581,2370,27206,Item no longer needed,refunded,943.99,2019-12-25 14:23:13
2766,1569345,3655833,7505,78442,Changed my mind,refunded,39.61,2020-01-18 05:38:20
2767,1027289,2393156,278,7304,Defective or damaged,received,39.68,2022-09-19 05:46:12
2768,659172,1535422,3456,32456,Not as described,refunded,677.9,2021-12-23 18:38:34
2769,1808213,4212471,7509,68888,Arrived too late,refunded,21.24,2022-11-08 18:29:51
2770,33425,78218,8943,18631,Changed my mind,received,161.26,2020-01-11 00:55:29
2771,1384407,3225472,7554,78122,Defective or damaged,refunded,48.4,2021-06-06 09:04:14
2772,1275986,2973062,7364,98663,Wrong item received,rejected,88.91,2023-01-10 08:28:33
2773,473585,1103318,426,78725,Changed my mind,refunded,29.86,2022-12-13 18:57:56
2774,1753086,4083722,8148,36921,Wrong item received,approved,261.8,2022-05-15 13:01:10
2775,584120,1360425,158,16477,Changed my mind,refunded,97.25,2020-08-10 11:37:54
2776,42812,100323,5591,10602,Defective or damaged,refunded,173.51,2019-03-25 12:40:54
2777,869608,2025848,4629,89759,Defective or damaged,refunded,51.25,2023-07-21 17:59:47
2778,1617509,3767744,9379,27750,Wrong item received,refunded,139.5,2022-05-03 01:14:35
2779,627665,1461999,3928,73361,Defective or damaged,refunded,94.8,2021-11-25 02:25:58
2780,230544,537299,8921,90792,Defective or damaged,approved,36.87,2022-07-09 11:46:09
2781,127925,298314,605,21248,Wrong item received,refunded,55.35,2023-05-18 17:35:06
2782,1006362,2344241,7501,5558,Quality not as expected,refunded,20.86,2023-09-26 01:05:34
2783,731083,1703152,2589,67526,Defective or damaged,refunded,116.02,2022-12-01 15:56:51
2784,514524,1198113,9272,55927,Changed my mind,refunded,82.84,2020-10-11 09:02:32
2785,1381776,3219434,6142,67071,Defective or damaged,refunded,22.77,2021-12-12 00:37:24
2786,1704614,3970656,8936,52512,Better price found elsewhere,refunded,75.22,2020-03-03 00:04:27
2787,49316,115485,3773,11447,Changed my mind,requested,23.82,2020-08-10 18:24:28
2788,1689243,3935113,3384,82264,Defective or damaged,refunded,80.59,2022-10-26 03:43:52
2789,816377,1901932,9299,44548,Not as described,refunded,24.52,2020-12-18 02:48:08
2790,437219,1018843,5689,75220,Defective or damaged,rejected,96.32,2022-03-16 10:30:24
2791,1178026,2743830,3091,29245,Item no longer needed,refunded,149.01,2020-03-15 00:34:05
2792,1022300,2381676,4877,3387,Better price found elsewhere,refunded,74.34,2023-05-12 05:01:41
2793,1266786,2951536,2674,4556,Changed my mind,refunded,144.49,2023-09-11 07:39:31
2794,1275820,2972678,6852,24454,Not as described,refunded,31.88,2021-09-17 11:41:46
2795,1720804,4008582,1392,83142,Changed my mind,refunded,461.87,2021-09-08 15:52:25
2796,60738,142210,7541,34154,Defective or damaged,refunded,136.4,2023-11-02 17:31:11
2797,894829,2084414,2167,27389,Arrived too late,received,34.65,2020-01-10 02:50:24
2798,1988251,4632168,6976,52382,Wrong item received,refunded,98.09,2023-07-29 08:12:36
2799,561167,1306743,6695,22462,Wrong item received,refunded,32.06,2022-07-27 21:13:24
2800,1825641,4252991,7619,99891,Not as described,refunded,116.49,2019-01-07 14:19:54
2801,89082,207901,7458,76323,Item no longer needed,refunded,25.8,2022-12-05 12:38:50
2802,1251644,2916126,6316,7457,Quality not as expected,refunded,26.84,2020-10-10 05:05:19
2803,1179206,2746587,8678,35313,Defective or damaged,received,65.94,2022-06-27 18:52:31
2804,1327617,3093323,7441,12325,Quality not as expected,received,39.4,2022-06-14 18:30:15
2805,1428343,3327430,3423,50152,Quality not as expected,refunded,56.49,2019-05-12 22:01:50
2806,503492,1172483,1577,80427,Not as described,refunded,17.21,2019-12-16 01:45:00
2807,580784,1352598,9447,61132,Defective or damaged,received,14.95,2022-12-29 19:37:28
2808,983669,2291712,1821,19498,Changed my mind,approved,11.09,2023-08-01 07:38:35
2809,1686078,3927716,7803,10702,Not as described,received,75.26,2023-09-21 05:49:54
2810,1102414,2567565,6797,31785,Quality not as expected,refunded,26.55,2019-10-07 04:04:54
2811,461216,1074437,9030,10227,Defective or damaged,approved,25.91,2022-11-29 02:11:25
2812,550760,1282587,8996,1333,Defective or damaged,refunded,68.82,2023-07-07 09:06:45
2813,1532808,3570833,7873,68408,Defective or damaged,approved,266.82,2022-06-05 09:35:15
2814,87046,203062,5271,6862,Better price found elsewhere,refunded,22.03,2023-05-20 12:45:53
2815,1472122,3429210,4328,55896,Changed my mind,received,132.14,2022-12-14 13:26:00
2816,169032,394026,3704,38350,Changed my mind,refunded,42.18,2021-03-31 05:19:09
2817,298314,695404,7887,52324,Defective or damaged,refunded,97.07,2022-11-21 07:24:14
2818,1123271,2616392,7636,95958,Quality not as expected,received,92.84,2021-11-10 03:47:02
2819,1777959,4141770,9682,42110,Item no longer needed,refunded,56.53,2022-05-29 07:32:25
2820,978732,2280081,483,41303,Defective or damaged,requested,34.46,2022-08-05 15:21:05
2821,1530594,3565618,4879,14140,Wrong item received,approved,137.55,2022-03-10 00:31:16
2822,321035,748481,2820,31750,Changed my mind,refunded,94.93,2020-11-19 01:02:40
2823,230853,538045,3243,65712,Defective or damaged,refunded,119.28,2022-03-11 00:35:33
2824,216068,503605,9451,78297,Better price found elsewhere,refunded,23.27,2021-11-13 19:21:08
2825,1002274,2335049,3124,11000,Defective or damaged,refunded,83.57,2020-08-21 21:12:29
2826,1925909,4487075,6768,16159,Arrived too late,refunded,39.33,2023-12-21 09:58:24
2827,131065,305669,4824,62811,Quality not as expected,refunded,29.93,2021-11-02 15:31:51
2828,1119109,2606724,80,99484,Changed my mind,refunded,34.78,2023-02-04 02:33:10
2829,1343269,3129810,1999,26905,Defective or damaged,rejected,82.14,2023-02-08 12:53:40
2830,1390248,3239039,413,3412,Item no longer needed,refunded,77.6,2022-11-15 04:29:30
2831,1310733,3053982,6904,83914,Quality not as expected,approved,111.03,2023-12-06 15:44:41
2832,1408797,3282187,6298,36396,Better price found elsewhere,approved,10.7,2023-12-09 14:20:05
2833,1738209,4049222,178,76575,Defective or damaged,requested,163.51,2021-12-12 18:02:36
2834,1993787,4644952,4711,8539,Not as described,refunded,181.78,2020-06-13 23:03:13
2835,1430619,3332765,5327,44938,Wrong item received,refunded,61.09,2022-09-09 11:17:12
2836,790638,1841895,2248,81068,Changed my mind,refunded,125.54,2021-01-02 15:47:08
2837,5786,13446,4122,67632,Changed my mind,refunded,173.84,2023-09-03 03:32:45
2838,517777,1205712,964,52291,Not as described,refunded,43.04,2021-11-14 07:35:59
2839,1957724,4561068,4830,47666,Wrong item received,refunded,189.25,2021-06-02 03:53:03
2840,788077,1835938,8121,37661,Wrong item received,received,65.9,2022-01-14 09:28:20
2841,462696,1077855,1158,23871,Quality not as expected,received,80.95,2020-07-28 01:49:38
2842,628890,1464848,7954,97170,Not as described,refunded,56.31,2021-12-26 14:31:01
2843,1705711,3973205,3791,67227,Wrong item received,received,121.02,2023-12-24 21:19:29
2844,1679726,3912832,7328,83878,Wrong item received,refunded,41.96,2021-12-07 22:39:42
2845,379892,885674,807,8417,Not as described,rejected,21.74,2022-09-19 04:31:16
2846,1316583,3067579,8796,66048,Arrived too late,refunded,27.5,2020-08-16 19:53:56
2847,904135,2106194,2548,56498,Arrived too late,refunded,663.34,2021-12-31 20:43:10
2848,855232,1992300,261,82782,Not as described,requested,20.73,2022-07-20 00:26:45
2849,1716694,3998922,3088,51579,Not as described,refunded,303.24,2023-02-24 00:05:47
2850,1771181,4126111,4726,13841,Changed my mind,refunded,34.9,2023-09-17 07:30:51
2851,1683935,3922713,8449,93453,Not as described,approved,351.87,2023-08-22 19:59:49
2852,1807227,4210205,311,37724,Defective or damaged,received,16.67,2022-06-05 00:48:46
2853,292182,681066,6615,27853,Defective or damaged,approved,1186.94,2023-05-22 17:08:48
2854,905230,2108764,1126,26962,Not as described,refunded,72.44,2023-02-16 23:07:52
2855,178293,415497,2706,19574,Quality not as expected,received,801.23,2019-12-29 20:29:25
2856,1430082,3331540,9030,74214,Item no longer needed,received,55.15,2023-05-30 01:36:25
2857,1201060,2797405,887,64568,Arrived too late,received,31.79,2020-06-13 09:52:04
2858,1390916,3240599,9607,80118,Wrong item received,refunded,24.64,2022-12-20 17:44:20
2859,550135,1281194,1886,37741,Defective or damaged,rejected,37.16,2022-12-13 09:42:25
2860,195877,456594,5892,42205,Defective or damaged,received,277.6,2020-07-21 13:31:22
2861,1641246,3823052,2028,47333,Item no longer needed,received,131.43,2022-08-07 23:29:45
2862,60448,141511,1487,58470,Defective or damaged,refunded,133.54,2023-12-22 04:55:14
2863,1264915,2947157,981,52510,Defective or damaged,refunded,88.83,2022-09-26 06:48:18
2864,1685536,3926404,1061,3177,Better price found elsewhere,refunded,22.94,2020-11-15 22:05:27
2865,256302,597200,1404,73112,Item no longer needed,received,60.11,2020-06-16 01:16:55
2866,1461408,3404388,9710,82541,Not as described,requested,156.11,2023-09-25 01:45:40
2867,1475677,3437394,6553,28671,Not as described,approved,110.74,2023-03-08 02:14:32
2868,1574781,3668500,7788,8075,Wrong item received,refunded,41.74,2020-02-09 21:29:54
2869,468559,1091538,8309,9535,Changed my mind,approved,112.06,2022-11-21 19:04:17
2870,1538947,3585149,8085,85776,Quality not as expected,refunded,65.27,2023-04-19 06:56:39
2871,564547,1314552,1982,63501,Not as described,refunded,41.37,2023-11-30 09:18:21
2872,1972676,4595855,1091,94960,Changed my mind,received,35.83,2022-06-30 17:06:00
2873,417150,972149,8353,98855,Defective or damaged,refunded,75.73,2022-11-18 23:48:08
2874,1055013,2457588,4579,36965,Quality not as expected,received,36.29,2023-04-26 01:54:23
2875,1970141,4590002,4440,64559,Quality not as expected,refunded,43.81,2021-02-08 13:44:57
2876,721866,1681824,1678,56927,Item no longer needed,refunded,158.13,2022-08-29 19:42:51
2877,607468,1415049,9409,75076,Defective or damaged,refunded,106.75,2023-05-25 23:02:19
2878,651587,1517721,4060,54662,Wrong item received,refunded,43.94,2021-09-19 09:13:48
2879,461724,1075623,6468,82241,Changed my mind,refunded,51.19,2022-07-24 05:40:47
2880,359477,838176,7815,53528,Item no longer needed,requested,14.22,2020-11-29 00:07:40
2881,394715,920037,6376,43216,Not as described,refunded,85.4,2023-01-17 10:45:38
2882,226928,528795,9497,24850,Better price found elsewhere,received,36.2,2021-07-04 07:04:26
2883,976778,2275579,4936,69422,Item no longer needed,received,16.93,2020-07-04 09:30:28
2884,608319,1417033,1153,16842,Not as described,approved,49.47,2022-03-15 08:58:57
2885,65611,153382,9934,28101,Changed my mind,refunded,46.18,2021-09-21 20:32:27
2886,1643819,3829105,3063,92970,Better price found elsewhere,refunded,20.44,2021-04-04 14:14:08
2887,946119,2203944,3554,47900,Item no longer needed,rejected,143.25,2023-01-28 05:37:16
2888,1705001,3971557,2478,16526,Not as described,refunded,191.44,2022-10-21 04:34:03
2889,887908,2068221,3754,87296,Changed my mind,refunded,33.45,2021-11-08 04:20:51
2890,1777569,4140819,8660,89963,Changed my mind,requested,93.14,2020-08-23 21:32:28
2891,1385066,3226949,2774,51083,Defective or damaged,refunded,71.03,2023-03-22 14:13:07
2892,1031746,2403643,1457,98825,Changed my mind,requested,168.45,2023-01-20 00:16:41
2893,1533951,3573526,3648,47492,Not as described,refunded,53.9,2019-03-09 22:26:25
2894,1783343,4154393,2010,92293,Not as described,received,412.96,2022-09-12 15:34:52
2895,266846,621680,4112,40694,Not as described,received,157.38,2021-12-31 16:00:59
2896,256981,598775,7542,74861,Item no longer needed,refunded,106.76,2023-09-05 11:32:16
2897,1618712,3770548,1636,13852,Changed my mind,received,33.99,2019-01-02 23:28:35
2898,680471,1585222,1482,72990,Defective or damaged,refunded,57.6,2021-12-26 11:13:36
2899,589263,1372441,1272,94715,Better price found elsewhere,approved,94.27,2020-03-14 13:50:17
2900,548551,1277475,3836,51690,Defective or damaged,refunded,37.13,2022-12-15 18:53:11
2901,1139714,2654601,1570,66155,Quality not as expected,rejected,180.7,2023-11-01 23:34:26
2902,202378,471725,1275,65196,Defective or damaged,refunded,66.94,2019-12-24 13:22:08
2903,98587,230120,3856,39238,Arrived too late,refunded,63.28,2023-01-25 00:44:58
2904,1039334,2421329,1794,29895,Item no longer needed,refunded,39.39,2022-12-25 00:53:44
2905,1389027,3236247,7703,87998,Changed my mind,refunded,71.13,2023-09-30 11:47:10
2906,1826036,4253918,6284,44926,Changed my mind,refunded,16.83,2023-04-11 02:17:03
2907,1635792,3810311,4830,38710,Item no longer needed,refunded,50.44,2023-06-27 11:59:32
2908,1191474,2775045,732,3705,Better price found elsewhere,refunded,213.76,2023-05-17 14:12:48
2909,279612,651563,7151,20717,Item no longer needed,refunded,320.35,2019-10-20 03:06:18
2910,1468676,3421168,9890,68202,Not as described,refunded,219.68,2023-04-29 12:19:21
2911,1447777,3372860,4578,85533,Item no longer needed,approved,115.39,2019-09-14 08:19:29
2912,199397,464824,4907,28562,Item no longer needed,refunded,16.88,2022-07-30 02:20:46
2913,1558991,3631696,2348,41222,Defective or damaged,requested,169.2,2021-11-21 17:22:48
2914,1729816,4029781,3304,88076,Wrong item received,rejected,115.37,2019-10-01 06:22:37
2915,1251737,2916365,4035,72909,Item no longer needed,refunded,57.18,2023-11-28 18:54:58
2916,1063484,2477317,650,11051,Defective or damaged,refunded,246.9,2022-03-13 11:37:07
2917,1994056,4645595,3201,4817,Wrong item received,refunded,982.34,2019-02-22 06:12:28
2918,931498,2169659,4290,26960,Not as described,refunded,167.99,2023-11-30 10:57:56
2919,1864356,4343762,3903,4199,Wrong item received,refunded,48.0,2019-08-30 03:34:37
2920,472392,1100533,4286,82446,Not as described,refunded,26.22,2022-07-14 19:54:13
2921,166918,389161,6845,38728,Defective or damaged,rejected,398.43,2023-03-08 12:43:33
2922,968855,2257020,8930,37617,Changed my mind,refunded,53.16,2021-12-26 13:29:57
2923,105390,245991,149,21465,Quality not as expected,refunded,41.0,2022-11-21 00:12:55
2924,112952,263451,3209,39896,Defective or damaged,rejected,228.14,2020-11-07 13:11:57
2925,1598066,3722525,4776,15580,Quality not as expected,received,81.71,2020-04-21 23:25:11
2926,264464,616032,1645,94180,Quality not as expected,refunded,268.24,2023-02-01 20:28:47
2927,402172,937447,4899,56628,Changed my mind,received,131.29,2023-06-30 20:46:35
2928,1710088,3983449,8702,2769,Defective or damaged,rejected,11.95,2023-12-28 05:57:05
2929,1158766,2698931,4849,95277,Arrived too late,refunded,56.95,2020-10-03 00:19:50
2930,989008,2304160,4370,36560,Better price found elsewhere,refunded,25.99,2022-09-27 13:00:05
2931,1665768,3880186,2432,74362,Not as described,refunded,40.53,2023-05-23 22:04:41
2932,321407,749345,8670,71361,Defective or damaged,refunded,117.74,2023-08-22 14:21:29
