product_id,product_name,category,subcategory,supplier_id,unit_price,cost_price,weight_kg,is_active,created_at
1294,Elite Home Bundle 9613,Home & Garden,Garden Tools,282,70.7,38.32,0.44,True,2021-03-07 16:57:36
1295,Smart Electronics Set 2626,Electronics,Tablets,763,80.76,41.26,6.67,False,2023-06-01 12:07:43
1296,Eco Office Collection 2904,Office Supplies,Printers and Ink,318,204.88,98.32,23.83,True,2021-09-22 17:02:33
1297,Standard Home Bundle 5631,Home & Garden,Bedding,196,61.51,39.71,21.31,True,2023-12-07 14:02:29
1298,Classic Electronics Kit 9334,Electronics,Smart Home,195,121.69,67.73,22.06,True,2020-12-15 10:01:35
1299,Elite Books Collection 774,Books,Science and Tech,418,33.05,21.02,0.17,True,2023-01-27 20:32:18
1300,Value Clothing Model 564,Clothing,Dresses,917,13.37,5.39,9.12,True,2022-08-13 18:44:45
1301,Standard Sports Range 1430,Sports & Outdoors,Camping,977,28.12,18.27,12.08,True,2019-03-07 11:49:18
1302,Standard Sports Model 844,Sports & Outdoors,Cycling,742,21.21,11.9,2.78,True,2022-03-16 13:58:39
1303,Eco Home Edition 9549,Home & Garden,Decor,930,27.42,17.59,2.1,False,2021-11-04 09:58:07
1304,Smart Beauty Model 4436,Beauty & Personal Care,Vitamins,556,68.67,36.52,9.0,True,2023-05-11 22:33:16
1305,Pro Clothing Edition 3553,Clothing,Mens Tops,332,25.48,10.1,23.03,False,2023-12-07 22:44:25
1306,Elite Home Kit 9473,Home & Garden,Storage,729,58.43,26.55,10.07,True,2019-11-27 23:26:09
1307,Eco Sports Kit 6925,Sports & Outdoors,Camping,277,68.05,24.9,18.94,True,2021-08-19 12:46:07
1308,Essential Books Range 596,Books,Science and Tech,402,18.37,7.26,14.99,True,2021-01-25 01:18:26
1309,Value Beauty Collection 8259,Beauty & Personal Care,Vitamins,36,179.78,116.77,22.2,True,2023-02-17 16:06:11
1310,Pro Home Set 9038,Home & Garden,Bedding,582,54.81,34.24,8.4,True,2021-09-17 13:33:42
1311,Ultra Books Kit 4845,Books,Education,468,29.25,18.15,3.41,True,2020-12-28 17:32:57
1312,Pro Electronics Edition 5049,Electronics,Laptops,693,106.97,37.5,3.51,False,2021-08-11 01:33:57
1313,Eco Food Line 8012,Food & Grocery,Condiments,767,40.72,19.76,4.79,True,2019-12-25 19:33:43
1314,Premium Home Range 4112,Home & Garden,Storage,148,365.25,213.53,20.24,True,2020-06-10 01:16:23
1315,Ultra Toys Collection 6753,Toys & Games,Board Games,480,111.0,46.4,14.32,True,2022-12-23 20:06:52
1316,Eco Electronics Model 4973,Electronics,Tablets,223,367.02,174.71,13.69,True,2020-12-15 10:59:34
1317,Eco Clothing Model 7530,Clothing,Womens Tops,468,107.67,44.3,3.16,True,2023-09-21 08:48:52
1318,Classic Home Bundle 1295,Home & Garden,Storage,627,28.3,15.79,4.52,True,2023-12-05 18:46:33
1319,Elite Automotive Collection 1081,Automotive,Car Electronics,127,64.48,36.19,5.21,True,2022-08-28 09:46:08
1320,Premium Sports Edition 2689,Sports & Outdoors,Fitness Equipment,606,97.86,42.55,18.84,False,2022-02-17 01:37:01
1321,Value Food Series 7302,Food & Grocery,Beverages,259,82.03,40.46,17.42,True,2023-10-04 13:40:35
1322,Classic Home Bundle 6909,Home & Garden,Bedding,724,28.69,13.93,14.63,True,2020-09-30 19:29:05
1323,Value Home Series 8033,Home & Garden,Storage,520,24.83,14.49,2.63,True,2022-10-05 13:36:39
1324,Value Electronics Line 7709,Electronics,Smart Home,256,238.61,131.84,3.94,True,2023-01-08 07:27:26
1325,Classic Beauty Model 3442,Beauty & Personal Care,Skincare,981,134.98,50.01,6.51,False,2021-02-12 04:56:47
1326,Value Clothing Series 5673,Clothing,Activewear,816,84.44,33.38,20.79,True,2021-12-13 00:23:54
1327,Standard Automotive Pack 2453,Automotive,Car Electronics,407,106.73,64.25,18.09,False,2020-11-15 01:17:12
1328,Standard Food Line 5221,Food & Grocery,Organic,630,13.12,8.39,22.88,True,2019-07-28 15:20:41
1329,Premium Food Collection 5331,Food & Grocery,Beverages,513,76.43,41.34,0.95,True,2021-10-20 12:04:22
1330,Smart Sports Line 5758,Sports & Outdoors,Team Sports,2,28.26,12.98,20.55,True,2020-11-17 06:35:45
1331,Pro Books Bundle 6632,Books,Education,586,14.74,6.14,0.7,True,2022-12-07 06:15:57
1332,Smart Beauty Set 2242,Beauty & Personal Care,Skincare,293,17.62,10.1,16.67,True,2023-12-25 00:12:23
1333,Classic Electronics Series 6170,Electronics,Smartphones,762,331.62,179.58,16.28,True,2023-08-13 00:32:46
1334,Premium Books Collection 8537,Books,Non-Fiction,94,22.61,14.08,6.77,True,2020-12-07 03:39:01
1335,Eco Electronics Edition 9302,Electronics,Headphones,51,177.61,110.29,18.75,True,2023-11-03 04:52:22
1336,Pro Home Line 1839,Home & Garden,Storage,172,48.45,21.42,10.61,False,2021-02-09 10:45:18
1337,Elite Electronics Pack 5328,Electronics,Cameras,152,67.92,40.13,15.87,True,2022-02-14 10:12:21
1338,Standard Electronics Pack 4060,Electronics,Headphones,160,154.76,65.94,15.79,True,2022-10-06 21:04:55
1339,Elite Clothing Set 7742,Clothing,Mens Tops,184,25.58,14.95,22.05,True,2020-12-22 13:49:54
1340,Standard Home Bundle 2107,Home & Garden,Decor,818,88.69,35.51,16.89,True,2023-07-10 06:45:46
1341,Classic Books Series 4482,Books,Education,192,33.42,15.18,16.8,False,2023-11-28 01:53:56
1342,Premium Electronics Model 7466,Electronics,TVs,158,129.94,48.83,14.95,True,2022-11-19 01:27:02
1343,Classic Sports Kit 4161,Sports & Outdoors,Fitness Equipment,166,45.31,19.88,2.59,True,2021-07-21 10:08:55
1344,Smart Electronics Bundle 2408,Electronics,Smart Home,119,100.03,44.56,7.6,True,2022-06-04 23:26:26
1345,Eco Sports Line 1686,Sports & Outdoors,Cycling,638,69.69,38.37,11.54,True,2022-02-05 12:48:59
1346,Pro Books Edition 929,Books,Business,846,20.25,11.43,6.33,True,2023-12-15 04:45:42
1347,Premium Sports Set 4854,Sports & Outdoors,Team Sports,695,22.25,11.71,4.22,True,2021-04-29 18:17:41
1348,Eco Toys Collection 6393,Toys & Games,Educational,899,139.24,80.9,12.84,True,2019-03-04 17:45:48
1349,Standard Clothing Pack 6950,Clothing,Footwear,409,39.28,19.07,20.9,True,2023-02-24 02:45:39
1350,Elite Beauty Edition 4167,Beauty & Personal Care,Makeup,45,33.71,18.15,15.89,True,2021-08-04 23:14:04
1351,Smart Home Model 2716,Home & Garden,Furniture,190,104.0,47.61,17.4,True,2023-02-08 17:19:50
1352,Eco Home Series 5464,Home & Garden,Garden Tools,135,71.58,36.25,3.62,True,2021-12-01 22:54:12
1353,Classic Books Range 9564,Books,Science and Tech,849,42.82,16.8,19.96,True,2023-04-29 07:01:23
1354,Value Electronics Bundle 5223,Electronics,Cameras,155,116.66,62.21,2.86,True,2021-12-15 13:09:30
1355,Classic Books Set 3210,Books,Science and Tech,742,11.24,4.63,7.12,True,2021-12-06 09:47:31
1356,Pro Books Bundle 2710,Books,Childrens,230,6.01,2.93,21.94,True,2023-01-09 06:13:14
1357,Classic Clothing Model 8263,Clothing,Jeans,23,29.23,16.07,23.05,True,2022-09-01 05:15:35
1358,Elite Electronics Model 8533,Electronics,Smart Home,160,520.86,249.15,2.28,True,2021-03-16 23:19:46
1359,Essential Electronics Kit 7748,Electronics,Smartphones,514,101.63,42.37,4.14,True,2023-03-22 23:39:47
1360,Premium Food Line 8271,Food & Grocery,Condiments,203,20.93,11.51,9.02,True,2022-08-17 23:07:56
1361,Elite Toys Line 5155,Toys & Games,Action Figures,674,59.22,35.87,17.94,True,2022-04-15 23:54:27
1362,Eco Electronics Model 8248,Electronics,Smartphones,948,458.64,229.37,3.81,True,2023-07-12 23:16:31
1363,Pro Clothing Pack 479,Clothing,Activewear,189,68.81,35.6,3.95,True,2022-01-09 06:49:52
1364,Elite Sports Kit 1575,Sports & Outdoors,Water Sports,111,40.01,18.7,13.68,True,2021-07-04 02:28:22
1365,Elite Beauty Pack 6542,Beauty & Personal Care,Vitamins,382,33.01,17.33,14.79,True,2019-03-30 03:25:40
1366,Ultra Electronics Kit 8381,Electronics,Headphones,802,191.99,95.72,2.29,False,2023-02-18 05:32:40
1367,Classic Clothing Model 7591,Clothing,Jeans,775,63.62,36.52,10.19,True,2023-02-03 14:50:34
1368,Pro Automotive Pack 4044,Automotive,Car Care,266,38.16,16.11,18.33,False,2023-09-12 14:02:26
1369,Standard Electronics Pack 3624,Electronics,Headphones,473,673.21,333.82,8.61,True,2023-02-14 03:06:57
1370,Standard Clothing Line 9657,Clothing,Mens Tops,642,25.53,11.36,6.13,False,2023-09-07 11:11:10
1371,Pro Food Collection 5881,Food & Grocery,Snacks,753,60.77,22.99,2.95,True,2021-02-05 04:19:58
1372,Smart Books Collection 897,Books,Childrens,926,17.94,8.36,11.67,True,2021-08-13 17:09:13
1373,Ultra Clothing Bundle 928,Clothing,Dresses,81,42.23,26.86,23.51,True,2023-04-17 03:42:26
1374,Elite Electronics Range 4709,Electronics,Headphones,157,328.21,160.21,15.39,True,2021-03-14 02:47:19
1375,Essential Electronics Bundle 8208,Electronics,Laptops,210,112.32,57.7,1.76,True,2022-12-17 05:38:44
1376,Eco Clothing Line 9889,Clothing,Activewear,238,21.4,12.26,6.53,False,2021-06-11 16:27:44
1377,Value Automotive Set 7810,Automotive,Car Electronics,316,39.23,25.32,18.54,True,2023-05-02 22:46:47
1378,Eco Home Range 4781,Home & Garden,Furniture,995,49.12,23.26,18.94,False,2022-12-15 19:50:12
1379,Ultra Toys Collection 8893,Toys & Games,Board Games,17,57.16,28.88,9.46,True,2023-11-09 08:16:47
1380,Standard Food Kit 233,Food & Grocery,International Foods,184,28.19,18.06,1.77,True,2023-09-12 08:37:16
1381,Elite Home Collection 1861,Home & Garden,Garden Tools,495,55.53,26.58,13.47,True,2022-04-04 21:14:49
1382,Smart Electronics Set 7160,Electronics,Headphones,598,346.78,203.59,18.34,True,2021-09-02 03:55:33
1383,Pro Sports Kit 2294,Sports & Outdoors,Water Sports,947,26.21,12.66,8.36,True,2021-11-21 21:07:31
1384,Elite Food Series 4433,Food & Grocery,Beverages,921,66.87,27.97,19.74,True,2023-12-13 23:52:30
1385,Classic Beauty Series 6092,Beauty & Personal Care,Fragrance,468,75.86,47.86,8.3,True,2021-12-24 06:18:55
1386,Smart Electronics Range 6706,Electronics,Smart Home,784,305.91,172.42,4.3,False,2023-02-14 17:19:51
1387,Elite Toys Line 6095,Toys & Games,Educational,153,50.81,30.95,19.99,True,2020-05-07 17:18:46
1388,Eco Sports Model 841,Sports & Outdoors,Fitness Equipment,271,56.99,21.93,3.43,True,2023-07-10 11:19:20
1389,Premium Food Model 6663,Food & Grocery,Beverages,613,56.9,31.95,6.18,True,2023-07-07 13:15:41
1390,Value Electronics Edition 938,Electronics,Headphones,79,140.22,76.02,21.35,True,2020-07-13 17:39:33
1391,Classic Sports Kit 9443,Sports & Outdoors,Running,441,126.97,62.87,13.12,True,2019-12-06 15:55:53
1392,Smart Automotive Collection 9304,Automotive,Car Electronics,783,94.38,37.06,3.94,True,2022-06-20 06:37:14
1393,Value Home Bundle 3289,Home & Garden,Decor,184,16.68,7.91,15.43,True,2023-11-09 12:59:27
1394,Smart Home Range 6039,Home & Garden,Lighting,594,31.81,17.03,14.69,True,2023-07-17 10:08:20
1395,Pro Electronics Edition 9164,Electronics,Smart Home,549,49.87,27.59,13.83,True,2022-07-20 20:21:42
1396,Premium Clothing Kit 4828,Clothing,Activewear,640,14.68,5.65,8.58,True,2022-12-16 21:14:06
1397,Elite Clothing Kit 1304,Clothing,Jeans,65,33.05,15.97,10.23,True,2021-05-17 15:55:24
1398,Value Food Range 6429,Food & Grocery,Organic,289,168.18,80.33,19.05,True,2021-05-14 05:27:44
1399,Eco Clothing Bundle 8361,Clothing,Dresses,131,19.73,11.56,23.16,True,2021-12-04 12:03:21
1400,Standard Home Kit 7478,Home & Garden,Bedding,305,25.82,9.36,14.49,False,2022-07-22 06:56:53
1401,Essential Books Line 9108,Books,Education,918,39.08,22.89,23.32,True,2023-09-02 14:44:14
1402,Smart Electronics Series 4682,Electronics,Tablets,694,497.39,291.0,4.48,True,2022-02-21 02:13:27
1403,Standard Home Set 2046,Home & Garden,Furniture,149,80.99,45.28,7.32,True,2022-08-08 18:24:23
1404,Ultra Toys Bundle 2208,Toys & Games,Board Games,110,64.84,40.2,20.91,True,2021-08-31 08:42:48
1405,Ultra Automotive Set 1684,Automotive,Car Electronics,105,99.74,48.83,24.08,True,2021-09-04 16:41:55
1406,Ultra Books Range 6553,Books,Education,27,41.58,15.75,22.27,True,2021-02-08 17:37:08
1407,Eco Books Set 6214,Books,Business,388,6.46,2.9,12.34,True,2022-12-04 20:36:55
1408,Essential Electronics Range 5655,Electronics,Cameras,115,63.26,33.74,20.29,True,2021-07-02 20:08:49
1409,Premium Food Line 9239,Food & Grocery,Organic,227,14.84,6.63,5.11,True,2023-05-29 13:58:31
1410,Standard Electronics Collection 6090,Electronics,Cameras,129,511.23,276.01,8.0,False,2019-09-02 16:17:14
1411,Smart Beauty Kit 2463,Beauty & Personal Care,Skincare,772,22.35,8.11,24.96,True,2022-08-19 18:27:41
1412,Value Clothing Edition 3361,Clothing,Womens Tops,439,60.9,22.6,4.55,True,2023-03-09 21:28:10
1413,Premium Food Series 9970,Food & Grocery,Snacks,536,35.08,12.39,6.14,True,2021-05-08 00:36:32
1414,Essential Toys Collection 8441,Toys & Games,Video Games,110,67.08,43.12,18.1,True,2023-10-03 20:29:11
1415,Ultra Toys Set 6676,Toys & Games,Action Figures,669,30.65,13.13,16.76,True,2022-04-18 15:39:05
1416,Eco Clothing Line 8293,Clothing,Jeans,534,82.46,48.54,17.98,True,2021-07-04 06:51:41
1417,Premium Home Model 759,Home & Garden,Lighting,151,132.29,81.5,23.76,True,2020-12-09 01:57:26
1418,Ultra Books Bundle 842,Books,Business,213,40.62,16.14,3.08,True,2019-01-08 08:29:19
1419,Classic Beauty Set 737,Beauty & Personal Care,Fragrance,846,14.28,5.85,14.49,True,2023-11-29 08:27:01
1420,Ultra Electronics Range 2345,Electronics,Tablets,520,72.74,33.8,6.5,True,2022-12-20 16:49:50
1421,Value Office Range 5556,Office Supplies,Stationery,826,156.82,78.6,9.92,True,2023-10-23 00:52:12
1422,Classic Automotive Series 7861,Automotive,Car Electronics,80,66.99,34.19,8.17,True,2023-09-23 04:37:54
1423,Premium Clothing Model 8608,Clothing,Womens Tops,483,38.99,18.16,23.27,True,2021-07-13 17:17:08
1424,Premium Beauty Set 7587,Beauty & Personal Care,Fragrance,88,96.15,50.56,23.66,True,2021-10-13 04:30:10
1425,Ultra Sports Collection 2540,Sports & Outdoors,Water Sports,571,36.18,20.65,12.51,True,2021-11-13 04:32:57
1426,Premium Home Collection 8546,Home & Garden,Decor,90,83.73,46.89,18.25,True,2022-04-04 14:45:06
1427,Classic Clothing Kit 2390,Clothing,Jeans,775,11.8,4.24,5.37,True,2022-12-08 02:04:24
1428,Value Sports Range 5473,Sports & Outdoors,Fitness Equipment,281,33.38,17.62,8.52,True,2019-05-24 00:17:06
1429,Elite Toys Model 5318,Toys & Games,Educational,509,24.8,13.98,16.49,True,2020-01-27 14:55:21
1430,Premium Home Kit 2762,Home & Garden,Lighting,102,16.57,6.8,16.84,True,2022-10-29 21:58:26
1431,Ultra Books Model 6538,Books,Education,685,55.38,29.41,22.73,True,2023-12-23 00:41:31
1432,Premium Toys Pack 5002,Toys & Games,Action Figures,218,39.82,15.26,18.89,True,2023-12-09 19:33:46
1433,Eco Toys Pack 9827,Toys & Games,Board Games,256,29.52,16.22,21.08,True,2023-04-16 16:06:47
1434,Classic Electronics Kit 5611,Electronics,Smartphones,666,128.17,68.71,20.6,True,2023-12-07 01:21:11
1435,Eco Automotive Range 8411,Automotive,Interior Accessories,158,47.93,20.24,6.86,True,2023-12-06 04:05:18
1436,Standard Home Line 8451,Home & Garden,Furniture,194,31.36,19.21,20.36,True,2021-10-26 09:52:27
1437,Eco Clothing Collection 8821,Clothing,Outerwear,380,100.7,59.61,5.24,True,2023-04-07 03:57:11
1438,Eco Clothing Edition 8125,Clothing,Dresses,235,75.64,43.24,0.41,True,2022-07-12 16:59:18
1439,Pro Home Range 9322,Home & Garden,Garden Tools,53,57.63,28.12,15.43,True,2022-08-21 19:42:35
1440,Smart Automotive Collection 5011,Automotive,Tools,713,18.88,7.89,9.17,True,2023-08-10 15:35:13
1441,Premium Clothing Series 7880,Clothing,Footwear,679,56.38,32.96,16.78,False,2022-09-23 02:45:18
1442,Pro Toys Model 372,Toys & Games,Outdoor Play,620,69.29,28.71,5.64,True,2021-04-20 11:11:53
1443,Eco Electronics Kit 6135,Electronics,Smartphones,907,509.51,252.76,6.34,True,2023-04-10 17:30:34
1444,Elite Home Kit 5527,Home & Garden,Decor,975,32.81,15.21,22.5,True,2021-12-24 22:35:28
1445,Eco Office Set 1895,Office Supplies,Whiteboards,652,105.3,43.24,16.65,True,2021-03-01 00:28:36
1446,Value Beauty Bundle 6924,Beauty & Personal Care,Personal Hygiene,640,96.74,51.7,2.32,True,2023-05-04 19:16:04
1447,Eco Clothing Range 9663,Clothing,Jeans,483,132.94,85.7,8.82,True,2023-12-06 15:50:54
1448,Standard Sports Line 5140,Sports & Outdoors,Team Sports,178,17.86,8.8,16.29,True,2021-10-17 20:48:16
1449,Classic Clothing Line 536,Clothing,Womens Tops,56,34.0,17.0,17.94,True,2023-08-30 19:16:57
1450,Smart Home Model 9879,Home & Garden,Kitchen,424,17.71,8.18,12.48,True,2023-01-23 18:07:27
1451,Elite Beauty Pack 7875,Beauty & Personal Care,Hair Care,879,25.34,10.6,6.37,True,2020-12-20 04:36:48
1452,Classic Beauty Pack 4450,Beauty & Personal Care,Skincare,912,16.95,7.37,16.76,True,2020-11-16 13:57:51
1453,Smart Clothing Model 9577,Clothing,Dresses,177,21.17,12.97,2.19,True,2023-02-24 21:09:34
1454,Eco Food Collection 9563,Food & Grocery,Organic,288,70.28,44.59,19.82,True,2019-11-10 06:53:09
1455,Value Sports Line 3828,Sports & Outdoors,Fitness Equipment,594,32.95,19.7,18.92,True,2023-05-28 10:46:02
1456,Eco Clothing Kit 941,Clothing,Dresses,373,19.92,7.13,7.26,True,2020-11-30 10:37:06
1457,Standard Sports Pack 9660,Sports & Outdoors,Cycling,429,182.04,96.91,1.61,True,2019-12-23 23:37:24
1458,Standard Books Range 7971,Books,Science and Tech,213,6.4,3.29,2.32,True,2022-07-08 23:13:16
1459,Classic Sports Bundle 2893,Sports & Outdoors,Cycling,464,20.83,12.13,10.72,True,2022-02-06 09:34:23
1460,Essential Home Series 8689,Home & Garden,Kitchen,327,37.5,21.91,4.67,True,2023-08-11 04:19:19
1461,Pro Sports Edition 6329,Sports & Outdoors,Camping,901,51.09,24.6,10.97,True,2020-08-22 15:56:30
1462,Standard Electronics Series 2521,Electronics,Laptops,384,304.12,132.68,1.52,True,2020-11-03 13:07:18
1463,Ultra Beauty Bundle 4068,Beauty & Personal Care,Makeup,172,30.92,11.72,11.13,True,2023-02-06 18:54:29
1464,Standard Sports Range 617,Sports & Outdoors,Water Sports,169,29.25,15.6,22.58,True,2021-10-06 08:01:04
1465,Standard Electronics Bundle 9480,Electronics,Headphones,609,148.45,64.14,16.99,True,2022-12-11 23:45:09
1466,Value Beauty Pack 1900,Beauty & Personal Care,Hair Care,735,69.88,44.68,1.71,True,2019-08-29 04:14:24
1467,Ultra Food Line 3225,Food & Grocery,Organic,341,22.01,8.01,2.2,True,2023-05-15 09:05:14
1468,Eco Food Range 410,Food & Grocery,Beverages,195,13.25,8.47,12.74,True,2021-04-05 22:15:20
1469,Standard Clothing Series 7325,Clothing,Womens Tops,970,24.19,12.06,6.67,True,2022-05-31 02:14:43
1470,Smart Electronics Collection 5239,Electronics,Laptops,893,126.93,67.52,11.1,True,2022-12-01 13:52:49
1471,Smart Sports Set 6961,Sports & Outdoors,Water Sports,971,36.51,19.17,19.23,False,2020-10-22 01:11:47
1472,Essential Electronics Range 2581,Electronics,Cameras,150,129.1,74.34,9.89,False,2019-10-16 17:28:15
1473,Value Food Set 6865,Food & Grocery,Organic,401,62.89,23.73,7.58,True,2019-02-14 06:16:28
1474,Value Electronics Edition 3440,Electronics,Smartphones,242,418.8,258.13,22.39,True,2019-09-11 20:22:37
1475,Pro Clothing Bundle 6823,Clothing,Womens Tops,601,50.84,29.86,17.87,True,2023-12-01 04:09:42
1476,Ultra Home Edition 8321,Home & Garden,Storage,873,34.3,20.75,15.9,False,2022-04-06 22:53:44
1477,Pro Home Bundle 7826,Home & Garden,Furniture,988,31.22,15.47,1.89,True,2019-04-09 07:37:27
1478,Ultra Beauty Collection 1120,Beauty & Personal Care,Fragrance,690,23.83,13.33,12.57,False,2023-12-29 20:43:36
1479,Standard Home Edition 2362,Home & Garden,Bedding,724,104.59,50.95,22.38,True,2019-08-03 21:21:07
1480,Ultra Electronics Line 8598,Electronics,TVs,990,160.47,62.44,20.58,True,2023-10-06 06:14:14
1481,Premium Clothing Collection 3497,Clothing,Outerwear,159,62.95,27.74,1.7,True,2020-06-22 11:59:31
1482,Classic Sports Set 9289,Sports & Outdoors,Camping,909,35.13,15.23,18.8,False,2023-05-25 09:30:49
1483,Value Electronics Model 5425,Electronics,Laptops,970,54.24,21.69,21.86,True,2020-01-28 06:02:52
1484,Ultra Books Collection 7937,Books,Non-Fiction,51,5.08,2.15,6.17,True,2023-04-01 14:51:15
1485,Smart Sports Pack 8709,Sports & Outdoors,Water Sports,760,42.34,21.15,13.07,True,2020-09-20 11:01:23
1486,Classic Toys Range 6273,Toys & Games,Board Games,801,20.63,9.83,22.15,True,2021-05-12 17:08:15
1487,Premium Food Line 5240,Food & Grocery,International Foods,873,69.12,31.02,22.03,True,2020-03-16 06:44:56
1488,Standard Food Series 2937,Food & Grocery,Organic,20,14.7,9.14,10.38,True,2022-02-19 02:24:07
1489,Pro Food Collection 7631,Food & Grocery,International Foods,176,32.0,18.68,12.73,True,2021-12-01 17:31:14
1490,Value Clothing Set 8834,Clothing,Activewear,974,51.09,17.92,2.74,True,2023-07-16 06:24:51
1491,Standard Electronics Bundle 5708,Electronics,Laptops,892,147.32,76.77,13.41,True,2023-06-28 21:57:14
1492,Eco Clothing Line 9050,Clothing,Dresses,72,212.93,119.23,21.54,True,2023-04-08 12:02:05
1493,Value Automotive Model 5904,Automotive,Car Electronics,968,60.56,22.17,4.4,True,2019-07-16 12:03:15
1494,Value Office Series 4431,Office Supplies,Whiteboards,742,63.48,24.39,11.51,True,2020-12-04 04:18:48
1495,Essential Automotive Edition 8032,Automotive,Exterior,988,57.26,24.83,16.12,True,2022-06-02 18:10:10
1496,Value Electronics Range 3250,Electronics,Headphones,330,50.53,26.99,1.31,False,2022-02-27 22:02:00
1497,Elite Food Range 4138,Food & Grocery,Organic,633,62.3,39.06,1.01,True,2023-11-01 05:24:18
1498,Ultra Home Series 4671,Home & Garden,Garden Tools,1000,47.57,23.58,21.24,True,2023-04-19 13:47:48
1499,Classic Electronics Kit 9243,Electronics,Headphones,654,167.46,107.96,24.13,True,2020-10-22 18:56:13
1500,Elite Home Set 4990,Home & Garden,Decor,62,135.86,85.73,19.04,True,2021-11-10 13:34:39
1501,Smart Electronics Model 3784,Electronics,Tablets,179,274.38,148.5,24.08,True,2022-11-27 19:58:09
1502,Ultra Sports Model 4976,Sports & Outdoors,Fitness Equipment,718,14.96,7.29,3.92,True,2023-04-08 13:22:06
1503,Essential Clothing Edition 4835,Clothing,Womens Tops,127,10.44,5.79,21.77,False,2022-03-17 20:03:17
1504,Ultra Home Line 3496,Home & Garden,Kitchen,710,30.67,18.01,22.66,True,2022-05-17 14:31:01
1505,Essential Books Series 8111,Books,Business,98,9.39,5.94,7.32,True,2021-10-06 23:04:10
1506,Standard Automotive Pack 5294,Automotive,Car Care,127,56.55,32.58,16.24,True,2019-12-25 20:51:36
1507,Ultra Books Kit 7961,Books,Business,593,41.01,19.17,7.72,True,2022-10-05 19:12:07
1508,Pro Home Bundle 5814,Home & Garden,Bedding,405,113.32,56.43,2.82,True,2020-12-25 14:30:05
1509,Eco Beauty Edition 9283,Beauty & Personal Care,Makeup,509,54.2,19.73,20.35,True,2021-09-04 16:45:39
1510,Ultra Food Pack 4580,Food & Grocery,Snacks,743,48.34,17.34,22.66,True,2021-12-04 17:02:42
1511,Ultra Electronics Pack 4815,Electronics,Laptops,860,134.63,58.49,2.84,True,2021-10-10 20:23:25
1512,Standard Sports Bundle 2096,Sports & Outdoors,Water Sports,806,72.21,42.74,16.24,True,2022-06-26 03:24:37
1513,Elite Clothing Collection 9495,Clothing,Mens Tops,143,91.07,40.6,24.28,True,2020-10-24 07:57:13
1514,Eco Electronics Line 8999,Electronics,Smart Home,548,88.11,33.93,6.9,True,2022-03-11 18:08:27
1515,Essential Books Model 6320,Books,Education,740,18.42,8.41,18.8,True,2019-07-15 01:15:33
1516,Standard Automotive Edition 6564,Automotive,Car Electronics,9,93.03,41.09,10.37,True,2022-06-16 17:38:48
1517,Value Electronics Pack 5754,Electronics,Cameras,748,153.47,99.26,1.69,True,2019-11-24 21:10:16
1518,Eco Beauty Pack 2499,Beauty & Personal Care,Fragrance,739,37.36,23.96,17.52,True,2020-12-12 09:56:53
1519,Elite Automotive Edition 4858,Automotive,Car Electronics,315,50.57,28.88,6.22,True,2022-11-18 20:12:56
1520,Eco Food Range 789,Food & Grocery,Organic,237,69.63,41.69,14.95,True,2023-11-09 15:28:57
1521,Essential Clothing Set 4812,Clothing,Footwear,338,87.02,37.08,1.86,True,2022-02-22 03:02:12
1522,Elite Food Bundle 1394,Food & Grocery,Snacks,822,11.06,5.66,3.09,False,2019-11-16 05:35:29
1523,Eco Clothing Pack 5774,Clothing,Outerwear,145,44.32,28.79,0.24,True,2023-04-09 17:30:00
1524,Pro Sports Bundle 7347,Sports & Outdoors,Cycling,594,52.18,23.32,5.52,True,2021-11-12 03:06:37
1525,Standard Electronics Set 4301,Electronics,Smartphones,516,80.26,51.84,3.35,True,2023-07-15 01:04:06
1526,Value Electronics Line 7949,Electronics,Laptops,596,197.53,80.29,7.41,True,2022-04-01 20:22:51
1527,Elite Toys Set 3605,Toys & Games,Video Games,525,40.41,21.66,5.18,True,2023-11-27 00:13:06
1528,Pro Home Range 3410,Home & Garden,Storage,971,29.73,17.38,6.66,True,2019-01-12 03:08:37
1529,Elite Clothing Collection 8924,Clothing,Dresses,627,33.77,17.83,3.31,True,2021-12-10 15:26:45
1530,Elite Electronics Range 4542,Electronics,Laptops,299,74.72,33.08,4.52,True,2021-08-23 04:05:09
1531,Ultra Books Series 9308,Books,Non-Fiction,993,51.01,30.31,7.12,True,2021-07-11 15:37:37
1532,Elite Electronics Kit 4550,Electronics,Tablets,476,89.48,36.73,10.96,True,2021-08-29 04:00:26
1533,Eco Beauty Edition 2349,Beauty & Personal Care,Personal Hygiene,264,73.19,35.06,6.64,True,2021-12-17 05:47:34
1534,Standard Electronics Range 1889,Electronics,TVs,747,72.29,31.37,4.77,True,2022-05-25 07:31:58
1535,Pro Electronics Collection 9714,Electronics,Headphones,404,134.82,67.22,15.95,True,2023-04-22 02:33:02
1536,Smart Home Edition 4020,Home & Garden,Garden Tools,123,48.95,22.82,9.13,True,2022-10-28 09:13:17
1537,Smart Home Bundle 4072,Home & Garden,Kitchen,210,28.98,11.7,15.12,True,2021-07-28 19:18:56
1538,Classic Clothing Bundle 931,Clothing,Dresses,199,127.98,73.28,10.05,True,2022-08-29 20:40:01
1539,Essential Clothing Set 8800,Clothing,Outerwear,317,60.19,24.26,10.4,True,2023-07-27 06:11:19
